model_id,testcase,source_format,target_format,status,hash_bits,eps_coord,bbox_diag_ref,bbox_diag_rt,eps_over_bbox_diag_ref,eps_over_bbox_diag_rt,n_nodes_ref,n_elems_ref,nodesets_ref,elemsets_ref,refpoints_ref_unique,node_f1,elem_f1,elem_f1_ordered,elem_f1_type_agnostic,nodesets_mem_f1,elemsets_mem_f1,nodesets_exact_ratio,elemsets_exact_ratio,nodesets_union_f1,elemsets_union_f1,nodesets_name_f1,elemsets_name_f1,refpoints_f1,refpoints_as_nodes_coverage,tet_jacobian_checked_rt,tet_jacobian_neg_frac_rt,parts_ref,instances_ref,parts_rt,instances_rt,t_ref_total_s,t_s_to_t_s,t_t_to_json_total_s,t_total_s,sets_include_instance,sets_include_names,sets_refnode_collision_policy,coord_token_collisions_ref,coord_token_collisions_rt,refnode_id_collisions_ref,refnode_id_collisions_rt,refnode_collision_ids_ref,refnode_collision_ids_rt,elem_total_node_refs_ref,elem_invalid_node_refs_ref,elem_zero_node_tokens_ref,elem_total_node_refs_rt,elem_invalid_node_refs_rt,elem_zero_node_tokens_rt,ms_node_f1_0p5,ms_elem_f1_0p5,ms_eps_0p5,ms_node_f1_1p0,ms_elem_f1_1p0,ms_eps_1p0,ms_node_f1_2p0,ms_elem_f1_2p0,ms_eps_2p0
1,#1/SUB40270rs28kN.inp,abaqus,abaqus,ok,128,0.005,937.537733369764,937.537733369764,5.333118681024867e-06,5.333118681024867e-06,978075,863031,55,219,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,NaN,15,15,15,15,21.361239699996077,7.603518149990123,19.632272699964233,48.59703054995043,True,True,collision,0,0,0,0,0,0,6904248,0,0,6904248,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
1,#1/SUB40270rs28kN.inp,abaqus,ansys,ok,128,0.005,937.537733369764,937.5377333697671,5.333118681024867e-06,5.33311868102485e-06,978075,863031,55,219,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6181818181818182,0.6255707762557078,1.0,0.0,0,NaN,15,15,1,1,21.361239699996077,11.942114749981556,27.21917170000961,60.52252614998724,False,True,collision,0,0,0,0,0,0,6904248,0,0,6904248,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
1,#1/SUB40270rs28kN.inp,abaqus,nastran,ok,128,0.005,937.537733369764,937.5377333697659,5.333118681024867e-06,5.333118681024857e-06,978075,863031,55,219,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,0.0,0,NaN,15,15,1,1,21.361239699996077,10.6127609499963,23.774387100042077,55.74838775003445,False,False,collision,0,0,0,0,0,0,6904248,0,0,6904248,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
1,#1/SUB40270rs28kN.inp,abaqus,z88,ok,128,0.005,937.537733369764,937.537733369764,5.333118681024867e-06,5.333118681024867e-06,978075,863031,55,219,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,NaN,15,15,15,15,21.361239699996077,10.316899549972732,19.592046649981057,51.270185899949865,True,True,collision,0,0,0,0,0,0,6904248,0,0,6904248,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
2,#2/Makro_RLK_402_70_T2_21kN.inp,abaqus,abaqus,ok,128,0.005,1715.0766794558383,1715.0766794558383,2.9153215479475857e-06,2.9153215479475857e-06,355487,303652,16,45,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0,NaN,4,4,4,4,6.55051205001655,2.6071073499915656,6.748089950007852,15.905709350015968,True,True,collision,0,0,0,0,0,0,2429216,0,0,2429216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
2,#2/Makro_RLK_402_70_T2_21kN.inp,abaqus,ansys,ok,128,0.005,1715.0766794558383,1715.0766794558392,2.9153215479475857e-06,2.9153215479475844e-06,355487,303652,16,45,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.8888888888888888,1.0,0.3333333333333333,0,NaN,4,4,1,1,6.55051205001655,4.189998899993952,9.423242550023133,20.163753500033636,False,True,collision,0,0,0,0,0,0,2429216,0,0,2429216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
2,#2/Makro_RLK_402_70_T2_21kN.inp,abaqus,nastran,ok,128,0.005,1715.0766794558383,1715.0766794558385,2.9153215479475857e-06,2.9153215479475857e-06,355487,303652,16,45,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,0.3333333333333333,0,NaN,4,4,1,1,6.55051205001655,3.9764086000213865,7.773474899993744,18.30039555003168,False,False,collision,0,0,0,0,0,0,2429216,0,0,2429216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
2,#2/Makro_RLK_402_70_T2_21kN.inp,abaqus,z88,ok,128,0.005,1715.0766794558383,1715.0766794558383,2.9153215479475857e-06,2.9153215479475857e-06,355487,303652,16,45,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0,NaN,4,4,4,4,6.55051205001655,3.7009935499809217,7.021240399975795,17.272745999973267,True,True,collision,0,0,0,0,0,0,2429216,0,0,2429216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
3,#3/Modell-3.inp,abaqus,abaqus,ok,128,0.005,99.498743710662,99.498743710662,5.02518907629606e-05,5.02518907629606e-05,18073,16256,6,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,2,2,2,2,0.3555763000040315,0.14707845001248643,0.3488900999655016,0.8515448499820195,True,True,collision,0,0,0,0,0,0,130048,0,0,130048,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
3,#3/Modell-3.inp,abaqus,ansys,ok,128,0.005,99.498743710662,99.498743710662,5.02518907629606e-05,5.02518907629606e-05,18073,16256,6,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9444444444444444,1.0,1.0,0,NaN,2,2,1,1,0.3555763000040315,0.22083705000113696,0.4931510999740567,1.0695644499792252,False,True,collision,0,0,0,0,0,0,130048,0,0,130048,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
3,#3/Modell-3.inp,abaqus,nastran,ok,128,0.005,99.498743710662,99.498743710662,5.02518907629606e-05,5.02518907629606e-05,18073,16256,6,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,0,NaN,2,2,1,1,0.3555763000040315,0.16985765000572428,0.3772653999913018,0.9026993500010576,False,False,collision,0,0,0,0,0,0,130048,0,0,130048,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
3,#3/Modell-3.inp,abaqus,z88,ok,128,0.005,99.498743710662,99.498743710662,5.02518907629606e-05,5.02518907629606e-05,18073,16256,6,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,2,2,2,2,0.3555763000040315,0.19887189997825772,0.3540295500133652,0.9084777499956544,True,True,collision,0,0,0,0,0,0,130048,0,0,130048,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
4,#4/Gehaeuse.inp,abaqus,abaqus,ok,128,0.005,770.2053218790429,770.2053218790429,6.491775449956221e-06,6.491775449956221e-06,5022077,3222621,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,3222621,0.0,1,1,1,1,137.29914419999113,40.77317719999701,143.7845922000124,321.85691360000055,True,True,collision,0,0,0,0,0,0,32226210,0,0,32226210,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
4,#4/Gehaeuse.inp,abaqus,ansys,ok,128,0.005,770.2053218790429,770.2053218790429,6.491775449956221e-06,6.491775449956221e-06,5022077,3222621,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,3222621,0.0,1,1,1,1,137.29914419999113,84.43544349999866,186.7528097500035,408.4873974499933,False,True,collision,0,0,0,0,0,0,32226210,0,0,32226210,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
4,#4/Gehaeuse.inp,abaqus,nastran,ok,128,0.005,770.2053218790429,770.2053218790429,6.491775449956221e-06,6.491775449956221e-06,5022077,3222621,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,1.0,1.0,3222621,0.0,1,1,1,1,137.29914419999113,77.41821709999931,158.2951792999811,373.01254059997154,False,False,collision,0,0,0,0,0,0,32226210,0,0,32226210,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
4,#4/Gehaeuse.inp,abaqus,z88,ok,128,0.005,770.2053218790429,770.2053218790429,6.491775449956221e-06,6.491775449956221e-06,5022077,3222621,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,3222621,0.0,1,1,1,1,137.29914419999113,99.70718564998242,144.0791534499731,381.08548329994665,True,True,collision,0,0,0,0,0,0,32226210,0,0,32226210,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
5,#5/Craigbampton.inp,abaqus,abaqus,ok,128,0.005,151.50907563575194,151.50907563575194,3.3001323379601815e-05,3.3001323379601815e-05,8098,1344,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,1,1,1,1,0.11129105000873096,0.05451374998665415,0.11145255001611076,0.2772573500114959,True,True,collision,0,0,0,0,0,0,26880,0,0,26880,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
5,#5/Craigbampton.inp,abaqus,ansys,ok,128,0.005,151.50907563575194,151.50907563575194,3.3001323379601815e-05,3.3001323379601815e-05,8098,1344,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,1,1,1,1,0.11129105000873096,0.06842244998551905,0.1740554500138387,0.3537689500080887,False,True,collision,0,0,0,0,0,0,26880,0,0,26880,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
5,#5/Craigbampton.inp,abaqus,nastran,ok,128,0.005,151.50907563575194,151.50907563575194,3.3001323379601815e-05,3.3001323379601815e-05,8098,1344,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,1.0,1.0,0,NaN,1,1,1,1,0.11129105000873096,0.060280000005150214,0.12745785000151955,0.2990289000154007,False,False,collision,0,0,0,0,0,0,26880,0,0,26880,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
5,#5/Craigbampton.inp,abaqus,z88,ok,128,0.005,151.50907563575194,151.50907563575194,3.3001323379601815e-05,3.3001323379601815e-05,8098,1344,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,1,1,1,1,0.11129105000873096,0.05924814997706562,0.1091072499693837,0.2796464499551803,True,True,collision,0,0,0,0,0,0,26880,0,0,26880,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
6,#6/e4.inp,abaqus,abaqus,ok,128,0.005,0.07563906250916787,0.07563906250916787,0.06610341051482457,0.06610341051482457,255694,237100,2,4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,2,2,2,2,5.267067100008717,2.35017190000508,5.237887450028211,12.855126450042007,True,True,collision,0,0,0,0,0,0,1896800,0,0,1896800,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
6,#6/e4.inp,abaqus,ansys,ok,128,0.005,0.07563906250916787,0.07563906250916798,0.06610341051482457,0.06610341051482448,255694,237100,2,4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0,NaN,2,2,1,1,5.267067100008717,3.343193849985255,6.955741050012875,15.566002000006847,False,True,collision,0,0,0,0,0,0,1896800,0,0,1896800,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
6,#6/e4.inp,abaqus,nastran,ok,128,0.005,0.07563906250916787,0.07563906250916372,0.06610341051482457,0.0661034105148282,255694,237100,2,4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,0,NaN,2,2,1,1,5.267067100008717,2.8838118000130635,5.699479449976934,13.850358349998714,False,False,collision,0,0,0,0,0,0,1896800,0,0,1896800,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
6,#6/e4.inp,abaqus,z88,ok,128,0.005,0.07563906250916787,0.07563906250916787,0.06610341051482457,0.06610341051482457,255694,237100,2,4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,2,2,2,2,5.267067100008717,3.0197812499827705,5.167259700014256,13.454108050005743,True,True,collision,0,0,0,0,0,0,1896800,0,0,1896800,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
7,#7/e6.inp,abaqus,abaqus,ok,128,0.005,1.9624472498996435,1.9624472498996435,0.002547839184087976,0.002547839184087976,365318,244124,1,14,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,14,14,14,14,5.959373099991353,2.547287099994719,5.9931615499954205,14.499821749981493,True,True,collision,0,0,0,0,0,0,1952992,0,0,1952992,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
7,#7/e6.inp,abaqus,ansys,ok,128,0.005,1.9624472498996435,1.9624472498996435,0.002547839184087976,0.002547839184087976,365318,244124,1,14,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,1.0,1.0,0,NaN,14,14,1,1,5.959373099991353,3.660974950005766,8.70535784997628,18.3257058999734,False,True,collision,0,0,0,0,0,0,1952992,0,0,1952992,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
7,#7/e6.inp,abaqus,nastran,ok,128,0.005,1.9624472498996435,1.9624472498996435,0.002547839184087976,0.002547839184087976,365318,244124,1,14,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,0,NaN,14,14,1,1,5.959373099991353,3.2663156499911565,6.854758500063326,16.080447250045836,False,False,collision,0,0,0,0,0,0,1952992,0,0,1952992,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
7,#7/e6.inp,abaqus,z88,ok,128,0.005,1.9624472498996435,1.9624472498996435,0.002547839184087976,0.002547839184087976,365318,244124,1,14,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,14,14,14,14,5.959373099991353,3.4086927000025753,6.202662149968091,15.57072794996202,True,True,collision,0,0,0,0,0,0,1952992,0,0,1952992,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
8,#8/s2a.inp,abaqus,abaqus,ok,128,0.005,457.93012567421243,457.93012567421243,1.0918696368006972e-05,1.0918696368006972e-05,158248,145480,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,1,1,1,1,3.2118180499819573,1.3980358999979217,3.2699939500016626,7.879847899981542,True,True,collision,0,0,0,0,0,0,1163840,0,0,1163840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
8,#8/s2a.inp,abaqus,ansys,ok,128,0.005,457.93012567421243,457.93012567421243,1.0918696368006972e-05,1.0918696368006972e-05,158248,145480,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,1,1,1,1,3.2118180499819573,2.0694968499883544,4.289971099991817,9.571285999962129,False,True,collision,0,0,0,0,0,0,1163840,0,0,1163840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
8,#8/s2a.inp,abaqus,nastran,ok,128,0.005,457.93012567421243,457.93012567421243,1.0918696368006972e-05,1.0918696368006972e-05,158248,145480,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,0,NaN,1,1,1,1,3.2118180499819573,1.8047463000111748,3.570459650014527,8.58702400000766,False,False,collision,0,0,0,0,0,0,1163840,0,0,1163840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
8,#8/s2a.inp,abaqus,z88,ok,128,0.005,457.93012567421243,457.93012567421243,1.0918696368006972e-05,1.0918696368006972e-05,158248,145480,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,1,1,1,1,3.2118180499819573,1.8565600999863818,3.2195896500197705,8.28796779998811,True,True,collision,0,0,0,0,0,0,1163840,0,0,1163840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
9,#9/FourBlocks.cdb,ansys,abaqus,ok,128,0.005,4.358898943540674,4.358898943540674,0.0011470786693528088,0.0011470786693528088,2695,1931,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1681,0.0,1,1,1,1,0.0679915999644436,0.03921029999037273,0.05785614997148514,0.16505804992630146,False,True,collision,0,0,0,0,0,0,15216,0,0,15216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
9,#9/FourBlocks.cdb,ansys,ansys,ok,128,0.005,4.358898943540674,4.358898943540674,0.0011470786693528088,0.0011470786693528088,2695,1931,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1681,0.0,1,1,1,1,0.0679915999644436,0.04566460000933148,0.07848834997275844,0.19214454994653352,False,True,collision,0,0,0,0,0,0,15216,0,0,15216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
9,#9/FourBlocks.cdb,ansys,nastran,ok,128,0.005,4.358898943540674,4.358898943540674,0.0011470786693528088,0.0011470786693528088,2695,1931,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,NaN,NaN,1.0,1.0,1681,0.0,1,1,1,1,0.0679915999644436,0.04112854998675175,0.06211834997520782,0.17123849992640316,False,False,collision,0,0,0,0,0,0,15216,0,0,15216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
9,#9/FourBlocks.cdb,ansys,z88,ok,128,0.005,4.358898943540674,4.358898943540674,0.0011470786693528088,0.0011470786693528088,2695,1931,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1681,0.0,1,1,1,1,0.0679915999644436,0.04156220000004396,0.05792555003426969,0.16747934999875724,False,True,collision,0,0,0,0,0,0,15216,0,0,15216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
10,#10/Elastomerzahnkranz__Multimesh.dat,ansys,abaqus,ok,128,0.005,89.79027422514545,89.79027422514545,5.568531829474876e-05,5.568531829474876e-05,86438,42425,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,37866,0.0,1,1,1,1,1.780017700017197,1.0486226500070188,1.4620183499937411,4.290658700017957,False,True,collision,0,0,0,0,0,0,469840,0,0,469840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
10,#10/Elastomerzahnkranz__Multimesh.dat,ansys,ansys,ok,128,0.005,89.79027422514545,89.79027422514545,5.568531829474876e-05,5.568531829474876e-05,86438,42425,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,37866,0.0,1,1,1,1,1.780017700017197,1.2541828499815892,2.117099950002739,5.1513005000015255,False,True,collision,0,0,0,0,0,0,469840,0,0,469840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
10,#10/Elastomerzahnkranz__Multimesh.dat,ansys,nastran,ok,128,0.005,89.79027422514545,89.79027422514545,5.568531829474876e-05,5.568531829474876e-05,86438,42425,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,1.0,1.0,37866,0.0,1,1,1,1,1.780017700017197,1.1722454499977175,1.6162289500061888,4.568492100021103,False,False,collision,0,0,0,0,0,0,469840,0,0,469840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
10,#10/Elastomerzahnkranz__Multimesh.dat,ansys,z88,ok,128,0.005,89.79027422514545,89.79027422514545,5.568531829474876e-05,5.568531829474876e-05,86438,42425,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,37866,0.0,1,1,1,1,1.780017700017197,1.1332624000206124,1.476690299983602,4.3899704000214115,False,True,collision,0,0,0,0,0,0,469840,0,0,469840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
11,#11/academic_rotor.cdb,ansys,abaqus,ok,128,0.005,3.396088851137235,3.396088851137235,0.0014722818569148065,0.0014722818569148065,786,524,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,1,1,1,1,0.03161384994746186,0.01794585000607185,0.028806449990952387,0.0783661499444861,False,True,collision,0,0,0,0,0,0,4192,0,0,4192,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
11,#11/academic_rotor.cdb,ansys,ansys,ok,128,0.005,3.396088851137235,3.396088851137235,0.0014722818569148065,0.0014722818569148065,786,524,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,1,1,1,1,0.03161384994746186,0.01961469996604137,0.03792739997152239,0.08915594988502562,False,True,collision,0,0,0,0,0,0,4192,0,0,4192,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
11,#11/academic_rotor.cdb,ansys,nastran,ok,128,0.005,3.396088851137235,3.396088851137235,0.0014722818569148065,0.0014722818569148065,786,524,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,1.0,1.0,0,NaN,1,1,1,1,0.03161384994746186,0.01900974998716265,0.030398800008697435,0.08102239994332194,False,False,collision,0,0,0,0,0,0,4192,0,0,4192,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
11,#11/academic_rotor.cdb,ansys,z88,ok,128,0.005,3.396088851137235,3.396088851137235,0.0014722818569148065,0.0014722818569148065,786,524,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,0,NaN,1,1,1,1,0.03161384994746186,0.018995549995452166,0.028621749981539324,0.07923114992445335,False,True,collision,0,0,0,0,0,0,4192,0,0,4192,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
